epoch,train_loss,train_err,test_err
0,1.7232551574707031,0.70556,0.6952
1,1.1393147706985474,0.50088,0.5018
2,0.8570237159729004,0.36364,0.3703
3,0.884987473487854,0.28992,0.3029
4,0.6826735734939575,0.25456,0.261
5,0.6296676397323608,0.24994,0.2638
6,0.5659446716308594,0.2295,0.2405
7,0.63246089220047,0.21924,0.2363
8,0.4985298216342926,0.19068,0.2132
9,0.49001264572143555,0.20668,0.2198
10,0.6100107431411743,0.20946,0.2295
11,0.6112801432609558,0.21372,0.2336
12,0.31762805581092834,0.187,0.2124
13,0.4049505293369293,0.17654,0.2039
14,0.3045193552970886,0.15012,0.1831
15,0.3778122067451477,0.15748,0.1834
16,0.4955000877380371,0.15928,0.186
17,0.41509371995925903,0.1499,0.1889
18,0.43239182233810425,0.15964,0.1917
19,0.4493609070777893,0.14334,0.1856
