epoch,train_loss,train_err,test_err
0,0.5510838627815247,0.2568166666666667,0.2643
1,0.3534306287765503,0.1478,0.1593
2,0.2973092496395111,0.17815,0.193
3,0.33323419094085693,0.12738333333333332,0.1368
4,0.14014603197574615,0.10006666666666666,0.1175
5,0.2460888773202896,0.11213333333333333,0.1189
6,0.2248191386461258,0.0984,0.1037
7,0.2200499325990677,0.1167,0.1201
8,0.2613963186740875,0.08598333333333333,0.1077
9,0.20466095209121704,0.09323333333333333,0.1036
10,0.14602221548557281,0.1034,0.117
11,0.14905159175395966,0.08698333333333333,0.0927
12,0.10645797103643417,0.07623333333333333,0.0944
13,0.39631983637809753,0.07931666666666666,0.0941
14,0.24620024859905243,0.09346666666666667,0.0942
15,0.26586875319480896,0.07855,0.1002
16,0.2539841830730438,0.09786666666666667,0.112
17,0.18341530859470367,0.07743333333333334,0.0946
18,0.20440857112407684,0.08863333333333333,0.1056
19,0.23382538557052612,0.07146666666666666,0.0904
