epoch,train_loss,train_err,test_err
0,1.3242003917694092,0.51138,0.5041
1,0.9348315000534058,0.39624,0.4007
2,0.614656388759613,0.33406,0.3489
3,0.8366400003433228,0.28518,0.2877
4,0.6847484111785889,0.28876,0.2905
5,0.7118051648139954,0.22578,0.2384
6,0.5214998126029968,0.21552,0.2248
7,0.6585224866867065,0.28154,0.2904
8,0.8100051879882812,0.22186,0.2324
9,0.5694636702537537,0.20532,0.2205
10,0.5378144383430481,0.20596,0.2236
11,0.49471157789230347,0.22284,0.251
12,0.48674169182777405,0.18404,0.1991
13,0.45383769273757935,0.20368,0.2237
14,0.6278737783432007,0.16168,0.1898
15,0.42398351430892944,0.15872,0.1825
16,0.37783241271972656,0.20544,0.2319
17,0.42750033736228943,0.20384,0.2312
18,0.36650121212005615,0.15448,0.1778
19,0.42088252305984497,0.16394,0.1913
